"Payment Schedule"
"Date","Defer Date","Total Due","Total Cap","Principal","Interest","Charge","Tax","Total Pymt","Outstanding"
"05 OCT 2036","","3,056.57","0.00","2,553.59","274.87","228.11","","","-176,428.76"
"31 OCT 2036","","0.00","4.35","","4.35","","","","-176,428.76"
"05 NOV 2036","","3,056.57","0.00","2,557.51","270.95","228.11","","","-173,871.25"
"30 NOV 2036","","0.00","4.21","","4.21","","","","-173,871.25"
"05 DEC 2036","","3,056.57","0.00","2,561.44","267.02","228.11","","","-171,309.81"
"31 DEC 2036","","0.00","4.35","","4.35","","","","-171,309.81"
"05 JAN 2037","","3,056.57","0.00","2,565.37","263.09","228.11","","","-168,744.44"
"31 JAN 2037","","0.00","4.35","","4.35","","","","-168,744.44"
"05 FEB 2037","","3,056.57","0.00","2,569.31","259.15","228.11","","","-166,175.13"
"28 FEB 2037","","0.00","3.93","","3.93","","","","-166,175.13"
"05 MAR 2037","","3,056.57","0.00","2,573.26","255.20","228.11","","","-163,601.87"
"31 MAR 2037","","0.00","4.35","","4.35","","","","-163,601.87"
"05 APR 2037","","3,056.57","0.00","2,577.21","251.25","228.11","","","-161,024.66"
"30 APR 2037","","0.00","4.21","","4.21","","","","-161,024.66"
"05 MAY 2037","","3,056.57","0.00","2,581.17","247.29","228.11","","","-158,443.49"
"31 MAY 2037","","0.00","4.35","","4.35","","","","-158,443.49"
"05 JUN 2037","","3,056.57","0.00","2,585.13","243.33","228.11","","","-155,858.36"
"30 JUN 2037","","0.00","4.21","","4.21","","","","-155,858.36"
"05 JUL 2037","","3,056.57","0.00","2,589.10","239.36","228.11","","","-153,269.26"
"31 JUL 2037","","0.00","4.35","","4.35","","","","-153,269.26"
"05 AUG 2037","","3,056.57","0.00","2,593.08","235.38","228.11","","","-150,676.18"
"31 AUG 2037","","0.00","4.35","","4.35","","","","-150,676.18"
"05 SEP 2037","","3,056.57","0.00","2,597.06","231.40","228.11","","","-148,079.12"
"30 SEP 2037","","0.00","4.21","","4.21","","","","-148,079.12"
"05 OCT 2037","","3,056.57","0.00","2,601.05","227.41","228.11","","","-145,478.07"
"31 OCT 2037","","0.00","4.35","","4.35","","","","-145,478.07"
"05 NOV 2037","","3,056.57","0.00","2,605.04","223.42","228.11","","","-142,873.03"
"30 NOV 2037","","0.00","4.21","","4.21","","","","-142,873.03"
"05 DEC 2037","","3,056.57","0.00","2,609.04","219.42","228.11","","","-140,263.99"
"31 DEC 2037","","0.00","4.35","","4.35","","","","-140,263.99"
"05 JAN 2038","","3,056.57","0.00","2,613.05","215.41","228.11","","","-137,650.94"
"31 JAN 2038","","0.00","4.35","","4.35","","","","-137,650.94"
"05 FEB 2038","","3,056.57","0.00","2,617.06","211.40","228.11","","","-135,033.88"
"28 FEB 2038","","0.00","3.93","","3.93","","","","-135,033.88"
"05 MAR 2038","","3,056.57","0.00","2,621.08","207.38","228.11","","","-132,412.80"
"31 MAR 2038","","0.00","4.35","","4.35","","","","-132,412.80"
"05 APR 2038","","3,056.57","0.00","2,625.11","203.35","228.11","","","-129,787.69"
"30 APR 2038","","0.00","4.21","","4.21","","","","-129,787.69"
"05 MAY 2038","","3,056.57","0.00","2,629.14","199.32","228.11","","","-127,158.55"
"31 MAY 2038","","0.00","4.35","","4.35","","","","-127,158.55"
"05 JUN 2038","","3,056.57","0.00","2,633.18","195.28","228.11","","","-124,525.37"
"30 JUN 2038","","0.00","4.21","","4.21","","","","-124,525.37"
"05 JUL 2038","","3,056.57","0.00","2,637.22","191.24","228.11","","","-121,888.15"
"31 JUL 2038","","0.00","4.35","","4.35","","","","-121,888.15"
"05 AUG 2038","","3,056.57","0.00","2,641.27","187.19","228.11","","","-119,246.88"
"31 AUG 2038","","0.00","4.35","","4.35","","","","-119,246.88"
"05 SEP 2038","","3,056.57","0.00","2,645.33","183.13","228.11","","","-116,601.55"
"30 SEP 2038","","0.00","4.21","","4.21","","","","-116,601.55"
"05 OCT 2038","","3,056.57","0.00","2,649.39","179.07","228.11","","","-113,952.16"
"31 OCT 2038","","0.00","4.35","","4.35","","","","-113,952.16"
"05 NOV 2038","","3,056.57","0.00","2,653.46","175.00","228.11","","","-111,298.70"
"30 NOV 2038","","0.00","4.21","","4.21","","","","-111,298.70"
"05 DEC 2038","","3,056.57","0.00","2,657.53","170.93","228.11","","","-108,641.17"
"31 DEC 2038","","0.00","4.35","","4.35","","","","-108,641.17"
"05 JAN 2039","","3,056.57","0.00","2,661.61","166.85","228.11","","","-105,979.56"
"31 JAN 2039","","0.00","4.35","","4.35","","","","-105,979.56"
"05 FEB 2039","","3,056.57","0.00","2,665.70","162.76","228.11","","","-103,313.86"
"28 FEB 2039","","0.00","3.93","","3.93","","","","-103,313.86"
"05 MAR 2039","","3,056.57","0.00","2,669.79","158.67","228.11","","","-100,644.07"
"31 MAR 2039","","0.00","4.35","","4.35","","","","-100,644.07"
"05 APR 2039","","3,056.57","0.00","2,673.90","154.56","228.11","","","-97,970.17"
"30 APR 2039","","0.00","4.21","","4.21","","","","-97,970.17"
"05 MAY 2039","","3,056.57","0.00","2,678.00","150.46","228.11","","","-95,292.17"
"31 MAY 2039","","0.00","4.35","","4.35","","","","-95,292.17"
"05 JUN 2039","","3,056.57","0.00","2,682.11","146.35","228.11","","","-92,610.06"
"30 JUN 2039","","0.00","4.21","","4.21","","","","-92,610.06"
"05 JUL 2039","","3,056.57","0.00","2,686.23","142.23","228.11","","","-89,923.83"
"31 JUL 2039","","0.00","4.35","","4.35","","","","-89,923.83"
"05 AUG 2039","","3,056.57","0.00","2,690.36","138.10","228.11","","","-87,233.47"
"31 AUG 2039","","0.00","4.35","","4.35","","","","-87,233.47"
"05 SEP 2039","","3,056.57","0.00","2,694.49","133.97","228.11","","","-84,538.98"
"30 SEP 2039","","0.00","4.21","","4.21","","","","-84,538.98"
"05 OCT 2039","","3,056.57","0.00","2,698.63","129.83","228.11","","","-81,840.35"
"31 OCT 2039","","0.00","4.35","","4.35","","","","-81,840.35"
"05 NOV 2039","","3,056.57","0.00","2,702.77","125.69","228.11","","","-79,137.58"
"30 NOV 2039","","0.00","4.21","","4.21","","","","-79,137.58"
"05 DEC 2039","","3,056.57","0.00","2,706.92","121.54","228.11","","","-76,430.66"
"31 DEC 2039","","0.00","4.35","","4.35","","","","-76,430.66"
"05 JAN 2040","","3,056.57","0.00","2,711.08","117.38","228.11","","","-73,719.58"
"31 JAN 2040","","0.00","4.35","","4.35","","","","-73,719.58"
"05 FEB 2040","","3,056.57","0.00","2,715.24","113.22","228.11","","","-71,004.34"
"29 FEB 2040","","0.00","4.07","","4.07","","","","-71,004.34"
"05 MAR 2040","","3,056.57","0.00","2,719.41","109.05","228.11","","","-68,284.93"
"31 MAR 2040","","0.00","4.35","","4.35","","","","-68,284.93"
"05 APR 2040","","3,056.57","0.00","2,723.59","104.87","228.11","","","-65,561.34"
"30 APR 2040","","0.00","4.21","","4.21","","","","-65,561.34"
"05 MAY 2040","","3,056.57","0.00","2,727.77","100.69","228.11","","","-62,833.57"
"31 MAY 2040","","0.00","4.35","","4.35","","","","-62,833.57"
"05 JUN 2040","","3,056.57","0.00","2,731.96","96.50","228.11","","","-60,101.61"
"30 JUN 2040","","0.00","4.21","","4.21","","","","-60,101.61"
"05 JUL 2040","","3,056.57","0.00","2,736.16","92.30","228.11","","","-57,365.45"
"31 JUL 2040","","0.00","4.35","","4.35","","","","-57,365.45"
"05 AUG 2040","","3,056.57","0.00","2,740.36","88.10","228.11","","","-54,625.09"
"31 AUG 2040","","0.00","4.35","","4.35","","","","-54,625.09"
"05 SEP 2040","","3,056.57","0.00","2,744.57","83.89","228.11","","","-51,880.52"
"30 SEP 2040","","0.00","4.21","","4.21","","","","-51,880.52"
"05 OCT 2040","","3,056.57","0.00","2,748.78","79.68","228.11","","","-49,131.74"
"31 OCT 2040","","0.00","4.35","","4.35","","","","-49,131.74"
"05 NOV 2040","","3,056.57","0.00","2,753.01","75.45","228.11","","","-46,378.73"
"30 NOV 2040","","0.00","4.21","","4.21","","","","-46,378.73"
"05 DEC 2040","","3,056.57","0.00","2,757.23","71.23","228.11","","","-43,621.50"
"31 DEC 2040","","0.00","4.35","","4.35","","","","-43,621.50"
"05 JAN 2041","","3,056.57","0.00","2,761.47","66.99","228.11","","","-40,860.03"
"31 JAN 2041","","0.00","4.35","","4.35","","","","-40,860.03"
"05 FEB 2041","","3,056.57","0.00","2,765.71","62.75","228.11","","","-38,094.32"
"28 FEB 2041","","0.00","3.93","","3.93","","","","-38,094.32"
"05 MAR 2041","","3,056.57","0.00","2,769.96","58.50","228.11","","","-35,324.36"
"31 MAR 2041","","0.00","4.35","","4.35","","","","-35,324.36"
"05 APR 2041","","3,056.57","0.00","2,774.21","54.25","228.11","","","-32,550.15"
"30 APR 2041","","0.00","4.21","","4.21","","","","-32,550.15"
"05 MAY 2041","","3,056.57","0.00","2,778.47","49.99","228.11","","","-29,771.68"
"31 MAY 2041","","0.00","4.35","","4.35","","","","-29,771.68"
"05 JUN 2041","","3,056.57","0.00","2,782.74","45.72","228.11","","","-26,988.94"
"30 JUN 2041","","0.00","4.21","","4.21","","","","-26,988.94"
"05 JUL 2041","","3,056.57","0.00","2,787.01","41.45","228.11","","","-24,201.93"
"31 JUL 2041","","0.00","4.35","","4.35","","","","-24,201.93"
"05 AUG 2041","","3,056.57","0.00","2,791.29","37.17","228.11","","","-21,410.64"
"31 AUG 2041","","0.00","4.35","","4.35","","","","-21,410.64"
"05 SEP 2041","","3,056.57","0.00","2,795.58","32.88","228.11","","","-18,615.06"
"30 SEP 2041","","0.00","4.21","","4.21","","","","-18,615.06"
"05 OCT 2041","","3,056.57","0.00","2,799.87","28.59","228.11","","","-15,815.19"
"31 OCT 2041","","0.00","4.35","","4.35","","","","-15,815.19"
"05 NOV 2041","","3,056.57","0.00","2,804.17","24.29","228.11","","","-13,011.02"
"30 NOV 2041","","0.00","4.21","","4.21","","","","-13,011.02"
"05 DEC 2041","","3,056.57","0.00","2,808.48","19.98","228.11","","","-10,202.54"
"31 DEC 2041","","0.00","4.35","","4.35","","","","-10,202.54"
"05 JAN 2042","","3,056.57","0.00","2,812.79","15.67","228.11","","","-7,389.75"
"31 JAN 2042","","0.00","4.35","","4.35","","","","-7,389.75"
"05 FEB 2042","","3,056.57","0.00","2,817.11","11.35","228.11","","","-4,572.64"
"28 FEB 2042","","0.00","3.93","","3.93","","","","-4,572.64"
"05 MAR 2042","","3,056.57","0.00","2,821.44","7.02","228.11","","","-1,751.20"
"31 MAR 2042","","0.00","4.35","","4.35","","","","-1,751.20"
"05 APR 2042","","1,982.00","0.00","1,751.20","2.69","228.11","","","0.00"
"30 APR 2042","","0.00","4.21","","4.21","","","","0.00"
