BATCH.STAGE,BATCH,JOB.NAME,START.TIME,END.TIME,ELAPSED.TIME,PROCESSED RECS,THROUGHPUT,COMPLETED RECS,SELECTION.TIME,BULK.NO,TXN.MGMT,WRITE.CACHE,LOCK.COLLISION,TOTAL WRITE,,DET PROCESSED,DET COMPLETED,DET THROUGHPUT,DET BULK.NUMBER,DET SELECT,TYPE OF SELECT, DET SELECT TIME
S016,BNK/AA.EOD.PROCESS,AA.MERGE.SCHEDULED.COMMISSION,15:14:09,15:14:09,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,SELECT FBNK.AA.AGENT.SCHEDULED.COMMISSION.WORK,ALL,0
S016,BNK/AA.EOD.PROCESS,AA.FINAL.SERVICE.PROCESS,15:15:01,15:15:01,00:00:00,247,14820,247,0,0,Y,Y,0,,72,,247,247,14820,0,SELECT FBNK.AA.FINAL.SERVICE.PROCESS.LIST,ALL,0
S016,TLL/AA.EOD.PROCESS,AA.AGENT.SERVICE.PROCESS,14:50:22,14:50:22,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,,FILTER,0
S016,TLL/AA.EOD.PROCESS,AA.DELETE.NAU.ACTIVITIES,14:50:23,14:50:23,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,SELECT FTLL.AA.ARRANGEMENT.ACTIVITY$NAU WITH RECORD.STATUS NE "IHLD" AND RECORD.STATUS NE "FHLD",CRITERIA,0
S016,TLL/AA.EOD.PROCESS,AA.ARR.PRODUCT.TRACKER,14:50:23,14:50:23,00:00:00,0,0,0,0,0,N,N,0,0,,0,0,0,0,,,0
S016,TLL/AA.EOD.PROCESS,AA.SYSTEM.END.OF.DAY,14:50:23,14:50:23,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,SELECT FTLL.AA.PROCESS.ACTIVITIES.LIST,ALL,0
S016,TLL/AA.EOD.PROCESS,AA.RR.PROCESS,14:50:24,14:50:24,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,SELECT FTLL.AA.RR.SERVICE.LIST,ALL,0
S016,TLL/AA.EOD.PROCESS,AA.COB.PAY.IN.OUT,14:50:24,14:50:24,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,SELECT FTLL.AA.COB.PAY.IN.OUT.LIST,ALL,0
S016,TLL/AA.EOD.PROCESS,AA.SERVICE.PROCESS,14:50:27,14:51:22,00:00:55,500,545,500,0,0,Y,Y,0,,171,,500,500,545,0,SELECT FTLL.AA.NEXT.ACTIVITY,ALL,0
S016,TLL/AA.EOD.PROCESS,AA.PROCESS.LEVEL.ARRANGEMENTS,14:51:23,14:51:23,00:00:01,1,60,1,1,0,Y,Y,0,0,,0*1,0*1,60,0*0,SELECT FTLL.AA.NEXT.LEVEL.ARRANGEMENTS WITH @ID LIKE ...,2*SELECT FTLL.AA.NEXT.LEVEL.ARRANGEMENTS WITH @ID LIKE ...,1,CRITERIA*CRITERIA,0*1
S016,TLL/AA.EOD.PROCESS,AA.MERGE.SCHEDULED.COMMISSION,14:51:24,14:51:24,00:00:00,0,0,0,0,0,Y,N,0,0,,0,0,0,0,SELECT FTLL.AA.AGENT.SCHEDULED.COMMISSION.WORK,ALL,0
S016,TLL/AA.EOD.PROCESS,AA.FINAL.SERVICE.PROCESS,14:51:37,14:51:38,00:00:02,93,5580,93,1,0,Y,Y,0,0,,93,93,5580,0,SELECT FTLL.AA.FINAL.SERVICE.PROCESS.LIST,ALL,1
